name,ra,dec,redshift,note
WISEA J003552.95-095815.0,8.9706267,-9.9708379,0.3,
SDSS J003559.36+160252.4 ,8.9973564,16.0479069,0.3,
J000944.93-092811.4      ,2.4372268,-9.4698351,0.3,
WISEA J011426.42+103530.4,18.6100606,10.5917957,0.3,
WISEA J004014.16+725955.1,10.0590254,72.9986491,0.3,
J004015.17+411300.6      ,10.0632499,41.2168387,0.3,
WISEA J000051.54+241054.5,0.2147741,24.1818066,0.3,
WISEA J011427.20+331530.7,18.6133372,33.25855,0.3,
WISEA J011427.33+230257.2,18.6138757,23.0492253,0.3,
WISEA J011427.58-162623.0,18.6149342,-16.4397297,0.3,
WISEA J011428.21+261246.5,18.6175854,26.212969,0.3,
SDSS J000056.15-082747.1 ,0.2340471,-8.4630251,0.3,
J003542.59-201825.1      ,8.9274829,-20.3069828,0.3,
J003543.26+425323.0      ,8.9302681,42.8897313,0.3,
WISEA J004022.52-220844.9,10.0939857,-22.1458794,0.3,
J005614.16-010643.5      ,14.0590287,-1.1121031,0.3,
3HSPJ005553.6+121733     ,13.9732424,12.2927547,0.3,
WISEA J001945.20+524920.4,4.9383794,52.8223469,0.3,
WISEA J001946.39-013441.8,4.9433196,-1.5782881,0.3,
WISEA J010932.91-174338.0,17.3871558,-17.7272381,0.3,
J010934.10+432719.3      ,17.3921003,43.455367,0.3,
WISEA J001823.04+501411.6,4.5960068,50.2365319,0.3,
WISEA J001823.29+320322.1,4.5970559,32.0561551,0.3,
WISEA J001827.66+282242.1,4.6152641,28.3783705,0.3,
WISEA J001827.86-083555.3,4.6161432,-8.5987149,0.3,
J002151.85-020704.9      ,5.4660653,-2.118051,0.3,
J002153.38-020715.8      ,5.4724391,-2.1210602,0.3,
WISEA J002153.84-254835.6,5.4743106,-25.8098727,0.3,
SDSS J002155.69+152250.7 ,5.4820573,15.3807744,0.3,
J005348.20+130930.8      ,13.4508337,13.158556,0.3,
WISEA J005352.90+204109.4,13.4704167,20.6859648,0.3,
WISEA J000839.21+253415.3,2.1634056,25.5709366,0.3,
WISEA J002201.10-062623.9,5.5046489,-6.4399886,0.3,
WISEA J010457.16+474955.0,16.2382089,47.8319669,0.3,
WISEA J011421.50-180248.4,18.5896032,-18.0468038,0.3,
WISEA J003535.28+210141.2,8.8970606,21.0281522,0.3,
WISEA J003537.89+341222.7,8.9077826,34.2061424,0.3,
J010631.31+330605.9      ,16.6304621,33.101662,0.3,
WISEA J004023.94+052352.9,10.0998896,5.3980359,0.3,
WISEA J000800.48+370405.4,2.0019016,37.0681406,0.3,
WISEA J004023.18-120930.3,10.0966426,-12.1584511,0.3,
WISEA J004023.69+051648.8,10.0987413,5.2802245,0.3,
J003544.55+250333.8      ,8.9356428,25.0594105,0.3,
WISEA J000949.85+472414.1,2.4577203,47.4039189,0.3,
J000950.87+120139.5      ,2.4619639,12.0276583,0.3,
WISEA J000951.44-164148.6,2.4643851,-16.6968513,0.3,
WISEA J010508.57-191021.0,16.2857125,-19.172511,0.3,
WISEA J010509.29+182206.8,16.2886432,18.3686009,0.3,
WISEA J010511.70+243217.6,16.298767,24.5382142,0.3,
J010512.09+104714.3      ,16.3003826,10.7873221,0.3,
WISEA J010931.26+201134.4,17.3802872,20.1929056,0.3,
WISEA J010508.23+290505.2,16.2842984,29.0848046,0.3,
WISEA J010508.24+061614.8,16.2843515,6.2707894,0.3,
WISEA J010455.21+434607.1,16.2300262,43.7686421,0.3,
WISEA J001007.72+223134.9,2.5321725,22.5263622,0.3,
WISEA J001008.01+525033.2,2.5334005,52.8425766,0.3,
WISEA J001008.22+850824.8,2.5342563,85.1402405,0.3,
WISEA J010451.40+353849.7,16.2141746,35.647095,0.3,
J010452.21+215520.9      ,16.2175697,21.9224987,0.3,
WISEA J010633.81-064942.6,16.6409896,-6.8285634,0.3,
WISEA J011418.82+321952.9,18.5784735,32.3313471,0.3,
WISEA J011426.62+152102.7,18.610867,15.3508609,0.3,
WISEA J000957.11+095728.3,2.4879652,9.9578787,0.3,
J000958.08-243908.8      ,2.4920173,-24.6524597,0.3,
WISEA J000959.42-125652.8,2.4976435,-12.9479992,0.3,
WISEA J010712.02+464041.4,16.7999907,46.678401,0.3,
WISEA J003541.99+361041.5,8.924939,36.1782047,0.3,
WISEA J003528.88+033730.2,8.8703587,3.6251135,0.3,
WISEA J004034.61-112800.3,10.1442158,-11.4668018,0.3,
J003532.52+453904.2      ,8.8855195,45.6511911,0.3,
WISEA J010450.70-242326.6,16.2113114,-24.3907427,0.3,
WISEA J003520.43-203920.1,8.8351463,-20.6555906,0.3,
WISEA J003521.02+131836.5,8.8376006,13.3101471,0.3,
J003523.75+023530.9      ,8.848982,2.5919312,0.3,
J004049.70+083248.4      ,10.2071078,8.5467843,0.3,
J004049.95+410731.1      ,10.2081321,41.125318,0.3,
J000105.97-253538.9      ,0.274906,-25.5941449,0.3,
WISEA J001000.82+353831.4,2.5034885,35.6420292,0.3,
WISEA J001001.65+462837.7,2.5068849,46.4771403,0.3,
3HSPJ010501.9+503320     ,16.25779,50.55556,0.3,
WISEA J010505.24+552211.2,16.2717777,55.3696816,0.3,
WISEA J010506.05-161623.2,16.2752948,-16.2731334,0.3,
WISEA J010506.11-032442.8,16.2755125,-3.4118956,0.3,
WISEA J010458.95+341401.3,16.2456597,34.2336848,0.3,
WISEA J010500.99+271257.6,16.2541491,27.2160152,0.3,
WISEA J001004.08-235116.5,2.5169965,-23.854605,0.3,
WISEA J001005.26-183014.0,2.5219309,-18.5039159,0.3,
WISEA J004052.58+383408.3,10.2190992,38.568976,0.3,
SDSS J004054.78+253048.2 ,10.2282534,25.5134068,0.3,
WISEA J004056.25-131739.0,10.2343998,-13.2941988,0.3,
WISEA J003517.26+184330.5,8.8219463,18.7251403,0.3,
J003518.08-202644.1      ,8.8253582,-20.4455883,0.3,
J003518.21+200215.4      ,8.825901,20.0376212,0.3,
WISEA J010454.90+302248.8,16.2287645,30.3802267,0.3,
J001010.58-020350.2      ,2.5441074,-2.0639482,0.3,
WISEA J011421.00+383538.8,18.5875357,38.5941319,0.3,
WISEA J011421.41-050054.5,18.5892194,-5.0151611,0.3,
WISEA J003525.50-083614.5,8.8562893,-8.6040457,0.3,
WISEA J003528.38+495409.8,8.8682246,49.9027442,0.3,
WISEA J005724.65+142416.1,14.3527209,14.4044897,0.3,
WISEA J001837.04+155830.1,4.6543412,15.9750548,0.3,
SDSS J005736.41+134145.9 ,14.4017094,13.696097,0.3,
WISEA J005741.25-275703.3,14.4219507,-27.9509335,0.3,
WISEA J000528.47+064838.2,1.3686336,6.8106095,0.3,
WISEA J000529.51+324142.9,1.3729765,32.6952587,0.3,
WISEA J010945.10-121137.3,17.4379299,-12.1937047,0.3,
WISEA J000438.26+322855.6,1.1594076,32.4820001,0.3,
WISEA J000443.52+485644.7,1.1813853,48.9457526,0.3,
WISEA J000445.27+014733.1,1.1887351,1.792575,0.3,
J000447.26+250114.6      ,1.1969557,25.0207327,0.3,
WISEA J011013.88-275751.6,17.5578775,-27.9643677,0.3,
WISEA J011014.02-083839.8,17.5584455,-8.6443846,0.3,
WISEA J000109.43+221502.8,0.2893153,22.2507954,0.3,
WISEA J000115.39+311505.6,0.3141439,31.2515866,0.3,
SDSS J011402.13+122751.0 ,18.5088806,12.4641933,0.3,
WISEA J004104.20-035105.6,10.2675249,-3.8515705,0.3,
WISEA J004104.34-230414.8,10.2681221,-23.0708016,0.3,
J003506.12-111708.2      ,8.7755369,-11.2856145,0.3,
WISEA J010451.33-075831.0,16.2138348,-7.9751386,0.3,
J001014.30-043941.6      ,2.5595873,-4.6615598,0.3,
WISEA J001016.28-232250.3,2.5678464,-23.3807039,0.3,
J010447.27+020542.4      ,16.1969916,2.0951269,0.3,
WISEA J010448.38+211800.7,16.201612,21.30021,0.3,
WISEA J010448.89+392434.0,16.2037113,39.4094643,0.3,
SDSS J000753.47+150456.6 ,1.972797,15.0824089,0.3,
WISEA J000754.53-272815.5,1.9772699,-27.4709746,0.3,
SDSS J003509.39-094726.7 ,8.7891588,-9.7907658,0.3,
J003510.58+013345.1      ,8.7940973,1.5625548,0.3,
J000108.22+231817.2      ,0.2842669,23.3047987,0.3,
WISEA J010946.94+244905.7,17.4455754,24.8183413,0.3,
WISEA J001832.04+382210.0,4.633538,38.3694516,0.3,
WISEA J001030.92+392618.6,2.6288364,39.4385343,0.3,
WISEA J003454.79-230335.3,8.7283316,-23.0597839,0.3,
WISEA J003459.54+341234.2,8.7480907,34.209503,0.3,
SDSS J004112.69-091418.9 ,10.3029048,-9.2385981,0.3,
WISEA J004115.99-024147.0,10.3166646,-2.6963847,0.3,
SDSS J004116.20-090420.3 ,10.317502,-9.0723282,0.3,
WISEA J004116.27+515808.4,10.3178928,51.9690676,0.3,
WISEA J003459.87+351542.6,8.7494912,35.261892,0.3,
WISEA J010949.00+540411.4,17.4543077,54.06982,0.3,
WISEA J011402.89+072342.3,18.5120785,7.3951471,0.3,
WISEA J011402.97-133056.1,18.5123813,-13.5155887,0.3,
WISEA J003512.42-163956.8,8.8017585,-16.6658028,0.3,
WISEA J004110.95-190053.9,10.2956569,-19.0150608,0.3,
WISEA J004057.99+030219.3,10.2416149,3.0386852,0.3,
WISEA J004058.00+222139.2,10.2416966,22.3609109,0.3,
WISEA J004102.90+130611.7,10.2621045,13.1032736,0.3,
SDSS J003502.80-053551.4 ,8.7616882,-5.5976195,0.3,
J004105.67+421704.1      ,10.2736585,42.2844756,0.3,
WISEA J011409.57+363336.5,18.5399495,36.5602032,0.3,
WISEA J011355.28-191932.7,18.4803555,-19.3257208,0.3,
WISEA J011356.93+372255.2,18.4872657,37.3820377,0.3,
WISEA J011358.49+380615.7,18.4937192,38.1043994,0.3,
WISEA J001020.06-134932.2,2.5836063,-13.8256171,0.3,
WISEA J001020.23+260816.2,2.5843244,26.1378571,0.3,
WISEA J001021.36+045403.1,2.589026,4.9008548,0.3,
WISEA J001022.52+731616.5,2.5938966,73.2712486,0.3,
WISEA J001023.37+062405.9,2.5974041,6.4016244,0.3,
J001023.74-121250.1      ,2.5989432,-12.2139367,0.3,
WISEA J010442.82+311858.4,16.1784913,31.3161954,0.3,
J001019.04-010052.8      ,2.5793691,-1.0146886,0.3,
WISEA J010719.63+354540.9,16.8318251,35.7613818,0.3,
WISEA J010723.88+280243.4,16.8495036,28.045393,0.3,
WISEA J001035.53+210822.1,2.648052,21.1395028,0.3,
J001036.34+054011.6      ,2.6514434,5.6699162,0.3,
WISEA J010625.35+360141.9,16.6056115,36.0282691,0.3,
WISEA J002105.26+070942.4,5.271975,7.1618395,0.3,
J010428.45-080105.3      ,16.1185535,-8.018154,0.3,
WISEA J010428.51-160813.6,16.1188458,-16.1371099,0.3,
WISEA J004122.92+243246.0,10.3455423,24.5461235,0.3,
WISEA J004124.31+113903.9,10.3513026,11.651072,0.3,
WISEA J003445.98+122433.3,8.6915828,12.4092895,0.3,
WISEA J003447.26-142844.9,8.6969184,-14.4791412,0.3,
WISEA J003448.20-162256.3,8.7008262,-16.3823362,0.3,
WISEA J003448.59-175951.3,8.7025069,-17.9976285,0.3,
WISEA J004119.01-244855.7,10.3292448,-24.8154927,0.3,
J004119.82+243830.3      ,10.3326092,24.6417501,0.3,
WISEA J003501.91+791858.4,8.7580321,79.3162417,0.3,
WISEA J003502.33-232414.8,8.7596694,-23.4041078,0.3,
WISEA J004122.27+283251.5,10.3428251,28.5476629,0.3,
J001031.40-043523.9      ,2.6308542,-4.5899918,0.3,
WISEA J001031.50+155856.5,2.6312518,15.9824039,0.3,
WISEA J005732.41+064807.5,14.3850444,6.8020859,0.3,
WISEA J005734.79-165117.5,14.3949621,-16.8548793,0.3,
WISEA J002107.94+164957.6,5.2831214,16.8326995,0.3,
WISEA J001821.00+182413.1,4.5874937,18.403674,0.3,
WISEA J002221.77-045055.8,5.5907476,-4.8488458,0.3,
WISEA J000431.56+312100.2,1.1314075,31.3501785,0.3,
WISEA J011016.22-240556.6,17.5676668,-24.0990856,0.3,
WISEA J011021.49+480935.5,17.5895723,48.1598745,0.3,
WISEA J002211.50+360816.1,5.5483475,36.1379356,0.3,
J002213.03+485319.5      ,5.5543311,48.8887525,0.3,
WISEA J002215.37-262627.5,5.5641172,-26.4410955,0.3,
J001032.71+145002.1      ,2.636303,14.8339403,0.3,
J010437.97-064338.1      ,16.1582451,-6.7272572,0.3,
WISEA J011346.58+040238.1,18.4440953,4.0437496,0.3,
WISEA J011347.52-245139.1,18.4480338,-24.8608717,0.3,
WISEA J011348.18+423424.4,18.4507532,42.5734704,0.3,
WISEA J003432.13+181138.6,8.6339427,18.1940664,0.3,
WISEA J010432.38+112850.7,16.1349135,11.4807729,0.3,
WISEA J000735.23+572641.7,1.8968829,57.4451914,0.3,
J010725.99+323733.6      ,16.8582961,32.6260096,0.3,
WISEA J010727.01+282959.4,16.8625416,28.4998713,0.3,
WISEA J010731.59+491906.3,16.8816342,49.3184212,0.3,
J000741.39-025942.0      ,1.9224987,-2.9950154,0.3,
J000741.84+293955.9      ,1.924351,29.6655372,0.3,
WISEA J003454.19-141902.3,8.7257871,-14.3173431,0.3,
WISEA J004130.93+863747.3,10.3789029,86.6298271,0.3,
WISEA J003438.36+043749.2,8.6598633,4.6303435,0.3,
WISEA J003439.45-072638.7,8.6644093,-7.4441285,0.3,
SDSS J003443.12-001005.6 ,8.6797018,-0.1682394,0.3,
WISEA J005608.81-251801.1,14.0366795,-25.3002092,0.3,
J002110.56-082824.1      ,5.2940386,-8.4733857,0.3,
WISEA J010432.76+290611.6,16.136521,29.1032261,0.3,
WISEA J004142.25+481502.1,10.426075,48.2505856,0.3,
J010420.81+020549.1      ,16.0867187,2.0969913,0.3,
WISEA J010421.29-214551.7,16.0887252,-21.7643884,0.3,
WISEA J010422.18-030018.3,16.0924301,-3.0051003,0.3,
WISEA J010425.10+141853.4,16.1045947,14.3148561,0.3,
J001042.62+291152.4      ,2.677608,29.1979125,0.3,
J001045.57+290608.7      ,2.6899,29.1024353,0.3,
WISEA J001045.70+340913.7,2.6904451,34.1538055,0.3,
WISEA J001048.79-115201.6,2.7033132,-11.8671219,0.3,
J002111.42-150127.0      ,5.2976246,-15.024169,0.3,
WISEA J001037.13-072856.2,2.6547306,-7.4823136,0.3,
WISEA J000119.01+534415.4,0.3294071,53.7374855,0.3,
J011346.00+135449.0      ,18.4416724,13.9136237,0.3,
WISEA J001055.56+490530.4,2.7315333,49.0918055,0.3,
J005621.14-222120.8      ,14.0880859,-22.3558054,0.3,
WISEA J005621.35+400140.8,14.0889978,40.028019,0.3,
WISEA J001932.21+252819.4,4.8842309,25.4720694,0.3,
WISEA J005605.30+624217.9,14.0220995,62.7049436,0.3,
WISEA J005342.07-144600.5,13.4253155,-14.7668267,0.3,
WISEA J001816.68-153015.5,4.5693991,-15.5042935,0.3,
WISEA J005703.19+350859.2,14.2633085,35.1498012,0.3,
WISEA J001817.04+520450.3,4.5710143,52.0806515,0.3,
WISEA J001817.89+301332.2,4.5745819,30.2256028,0.3,
WISEA J001820.36+291536.9,4.5848391,29.2602682,0.3,
WISEA J005313.94+224209.5,13.3081043,22.7026739,0.3,
WISEA J010924.50+422606.9,17.3522069,42.4352399,0.3,
WISEA J005704.23+405955.4,14.2676467,40.9987505,0.3,
J005607.74+264155.4      ,14.0322724,26.6987227,0.3,
WISEA J005608.58+200756.2,14.0357527,20.1322884,0.3,
WISEA J003403.84-063911.6,8.5160083,-6.6532288,0.3,
SDSS J003404.18-094956.2 ,8.517437,-9.8322992,0.3,
J001059.55-072736.6      ,2.7481439,-7.4601833,0.3,
WISEA J001101.60+383630.5,2.7566843,38.608487,0.3,
J004154.32-125024.1      ,10.4763728,-12.8400296,0.3,
WISEA J004155.85-000011.5,10.482742,-0.0032012,0.3,
WISEA J003418.79-184708.7,8.578347,-18.785785,0.3,
WISEA J003420.00-155945.9,8.5833599,-15.9961019,0.3,
SDSS J003420.20-095637.3 ,8.584178,-9.9437027,0.3,
WISEA J004148.77+170740.8,10.4531535,17.1278373,0.3,
WISEA J004151.68+081353.0,10.4653771,8.2314082,0.3,
WISEA J004201.04-213837.1,10.5043808,-21.6436726,0.3,
J004201.34-125307.5      ,10.5056105,-12.8854368,0.3,
WISEA J004201.75-180808.4,10.5073081,-18.1356777,0.3,
WISEA J004202.13-142508.1,10.5088969,-14.4189315,0.3,
WISEA J004206.58-194857.8,10.5274197,-19.8160604,0.3,
SDSS J010359.42-062052.2 ,15.9976024,-6.3478609,0.3,
WISEA J005338.13-112543.7,13.408896,-11.4288097,0.3,
WISEA J002216.93-260605.1,5.570534,-26.101395,0.3,
WISEA J002219.08-273100.4,5.5794914,-27.5167794,0.3,
WISEA J005754.22+385735.6,14.4760252,38.9599052,0.3,
WISEA J001802.86-225951.0,4.5119391,-22.9975215,0.3,
WISEA J001804.06-233421.2,4.5169544,-23.5725771,0.3,
WISEA J001804.07-142130.6,4.516998,-14.3584923,0.3,
J001804.90+422513.3      ,4.5204383,42.4203761,0.3,
WISEA J001805.72+292400.6,4.5238547,29.4001774,0.3,
J001808.60+002058.0      ,4.5358652,0.3494668,0.3,
WISEA J005743.47+281311.9,14.4310305,28.2199832,0.3,
WISEA J005321.41+301344.0,13.3392117,30.2288892,0.3,
WISEA J005329.47+514255.8,13.3728088,51.7154955,0.3,
WISEA J010403.24+574634.3,16.0136445,57.7761909,0.3,
J003402.63-105651.2      ,8.5109883,-10.9475604,0.3,
WISEA J004200.78+313217.4,10.503196,31.5381404,0.3,
J004200.95-092728.8      ,10.5039662,-9.4580218,0.3,
SDSS J010739.23-091009.5 ,16.9134617,-9.1693089,0.3,
WISEA J000727.56+723739.0,1.8652105,72.6275211,0.3,
SDSS J005704.42+141759.3 ,14.2683621,14.2998305,0.3,
WISEA J000126.64+063007.0,0.3610417,6.5019553,0.3,
WISEA J003407.28+044650.6,8.5303456,4.7807257,0.3,
J003407.64-192223.5      ,8.5318572,-19.373202,0.3,
J003410.62-192239.3      ,8.5442889,-19.3775883,0.3,
WISEA J003413.41-233540.7,8.5558988,-23.5946464,0.3,
WISEA J003416.11+370653.4,8.5668954,37.1148061,0.3,
WISEA J010419.32+151626.4,16.0804924,15.2739787,0.3,
WISEA J010420.32+413837.4,16.084877,41.6440849,0.3,
WISEA J001050.16+484756.1,2.7089684,48.7988991,0.3,
J001052.14+083225.0      ,2.7172915,8.5402883,0.3,
J001053.24+321446.9      ,2.72186,32.2463728,0.3,
WISEA J001102.86+060307.4,2.7619226,6.0520522,0.3,
WISEA J001103.80-044656.3,2.765852,-4.7823074,0.3,
WISEA J001106.38+514811.4,2.7766079,51.8032058,0.3,
WISEA J001107.89-251323.5,2.7828757,-25.2232082,0.3,
SDSS J003353.97-042401.0 ,8.4748647,-4.4002759,0.3,
SDSS J003355.21-074432.3 ,8.4800758,-7.742322,0.3,
J003356.52-085529.5      ,8.4855155,-8.9248868,0.3,
WISEA J003357.05+135407.3,8.4877374,13.9020389,0.3,
WISEA J003357.99-075345.9,8.4916561,-7.8961005,0.3,
WISEA J003358.44+165009.3,8.4935241,16.8359308,0.3,
J004218.68-103706.6      ,10.5778527,-10.6185016,0.3,
J003405.14-074905.9      ,8.5214414,-7.8183237,0.3,
J004211.08+401639.7      ,10.5462083,40.2777025,0.3,
WISEA J004212.16+273403.4,10.5507235,27.5676203,0.3,
WISEA J004159.22+461823.6,10.4967811,46.306574,0.3,
WISEA J004159.65+253208.5,10.4985096,25.5357135,0.3,
UM 202                   ,1.8627368,2.6869692,0.3,
WISEA J010733.74+151710.6,16.8906045,15.2862864,0.3,
WISEA J010737.12+325147.3,16.9046469,32.8631609,0.3,
WISEA J010738.70-022805.0,16.9112701,-2.4680748,0.3,
WISEA J010738.77-020615.3,16.911543,-2.1042504,0.3,
WISEA J001117.68+563023.2,2.8236758,56.5064715,0.3,
WISEA J003345.96-185953.0,8.4415248,-18.998093,0.3,
WISEA J004236.99+282957.4,10.6541321,28.4992954,0.3,
WISEA J004238.45-234129.2,10.6602313,-23.6914878,0.3,
WISEA J003347.93-072706.9,8.4497498,-7.4519198,0.3,
WISEA J003348.76+183137.7,8.4532216,18.5271283,0.3,
J003350.01+311002.8      ,8.4583923,31.1674597,0.3,
WISEA J003350.55+460216.3,8.4606379,46.0378733,0.3,
SDSS J003351.09-191249.5 ,8.4629097,-19.2137632,0.3,
WISEA J000127.71+833259.9,0.3654623,83.5500058,0.3,
WISEA J011343.11-055219.5,18.4296199,-5.8720864,0.3,
WISEA J003818.24-080030.6,9.5760609,-8.0086247,0.3,
WISEA J001815.35-192536.9,4.5639802,-19.4269489,0.3,
WISEA J002239.15+493521.7,5.6631508,49.589363,0.3,
WISEA J000426.27+563911.2,1.1094729,56.6530389,0.3,
WISEA J011024.14+113757.8,17.6006032,11.6327481,0.3,
WISEA J011024.23+272533.2,17.6009611,27.4258934,0.3,
WISEA J011024.26+094540.3,17.6011506,9.7612078,0.3,
WISEA J011026.64+323846.0,17.6110052,32.646135,0.3,
J011028.21+090456.9      ,17.6175774,9.0824815,0.3,
WISEA J001800.91+154105.2,4.5038697,15.6848115,0.3,
J001801.23+814656.6      ,4.5051639,81.7823986,0.3,
J001802.38+160452.1      ,4.50993,16.0811527,0.3,
WISEA J001802.59-110442.3,4.5108298,-11.0784154,0.3,
SDSS J004241.99-092802.8 ,10.6749744,-9.4674482,0.3,
J004243.16+393705.3      ,10.6798517,39.6181462,0.3,
WISEA J000734.76-174550.9,1.8948097,-17.7641221,0.3,
J010350.44-045004.8      ,15.9602027,-4.8346674,0.3,
WISEA J010352.45-140917.3,15.9685709,-14.154846,0.3,
SDSS J010353.53-052657.0 ,15.9730555,-5.4492119,0.3,
WISEA J001122.90+053957.5,2.8451782,5.6659293,0.3,
J001124.51-151655.1      ,2.8521622,-15.2819725,0.3,
J001127.89-075334.4      ,2.8662268,-7.8929018,0.3,
WISEA J003351.10-142722.4,8.462925,-14.4562474,0.3,
WISEA J003351.74-243632.7,8.4655964,-24.6091029,0.3,
WISEA J003351.76+533955.8,8.4657192,53.6655132,0.3,
WISEA J004227.17-001552.6,10.6132546,-0.2646454,0.3,
SDSS J004229.83-095642.9 ,10.6242988,-9.9452766,0.3,
WISEA J010344.84+220214.5,15.9368767,22.0373988,0.3,
WISEA J003342.68+484520.9,8.4278592,48.7558128,0.3,
WISEA J004239.30+142433.8,10.663753,14.4094041,0.3,
WISEA J004239.63-071456.7,10.6651616,-7.2491184,0.3,
WISEA J002224.72-115545.1,5.6030075,-11.9292112,0.3,
WISEA J004253.45+541754.0,10.7227419,54.2983981,0.3,
WISEA J004255.67-013212.8,10.7319171,-1.5369403,0.3,
WISEA J003326.61-225426.4,8.3608828,-22.9073362,0.3,
WISEA J003326.69-205620.7,8.3611712,-20.9392419,0.3,
WISEA J003326.71+564340.7,8.3615478,56.7279744,0.3,
J003330.45+482202.7      ,8.3768993,48.3674291,0.3,
J003805.39+062054.2      ,9.5224745,6.3484079,0.3,
SDSS J004244.82+075625.8 ,10.68678,7.9405274,0.3,
WISEA J003331.76+021311.9,8.3823629,2.2199873,0.3,
WISEA J001111.35-180449.0,2.7972933,-18.0803105,0.3,
WISEA J001113.50-082855.3,2.8062983,-8.4820403,0.3,
WISEA J001116.49+244748.6,2.8187231,24.7968477,0.3,
WISEA J011330.39+255630.6,18.3765889,25.9418411,0.3,
WISEA J011330.49+512425.1,18.377064,51.4069848,0.3,
WISEA J011335.61-243352.9,18.3984703,-24.5647036,0.3,
WISEA J000134.46-115706.0,0.3935919,-11.9516701,0.3,
WISEA J003322.48+085735.8,8.3436792,8.9599655,0.3,
WISEA J003322.77+233249.4,8.3448345,23.547039,0.3,
WISEA J003324.80-224424.6,8.3533583,-22.7402002,0.3,
J003325.66+423024.3      ,8.3569324,42.5067573,0.3,
WISEA J004250.62+341336.4,10.7109275,34.226787,0.3,
SDSS J004250.97-094437.2 ,10.7124209,-9.7436541,0.3,
WISEA J010742.34-200323.9,16.9264685,-20.0566774,0.3,
J010743.71+141139.4      ,16.9321526,14.1942855,0.3,
J010743.95-103643.9      ,16.9331572,-10.6122108,0.3,
WISEA J010745.71+045757.4,16.940466,4.9659823,0.3,
J001129.14+104830.6      ,2.87143,10.8085204,0.3,
WISEA J010344.58-240207.0,15.9357951,-24.0353023,0.3,
WISEA J010344.77+523659.7,15.9365566,52.616589,0.3,
WISEA J000723.49+123835.9,1.8478765,12.64332,0.3,
WISEA J000726.15-094654.3,1.8589835,-9.7817543,0.3,
J004252.46-013159.2      ,10.7186033,-1.5331136,0.3,
WISEA J001138.40-141934.7,2.9100124,-14.3263249,0.3,
J001139.92-152341.1      ,2.9163358,-15.3947651,0.3,
SDSS J001140.89+093226.1 ,2.9203966,9.5405846,0.3,
WISEA J001142.06+344831.1,2.9253846,34.8085329,0.3,
WISEA J003311.98-244731.6,8.300008,-24.7921355,0.3,
WISEA J003313.50+712107.8,8.3062875,71.3521866,0.3,
WISEA J004308.90+373257.3,10.7871078,37.549302,0.3,
J003318.30-212452.0      ,8.3262887,-21.414458,0.3,
WISEA J003319.00+403930.8,8.3292545,40.6585464,0.3,
J003321.11-204914.7      ,8.3379992,-20.8207576,0.3,
SDSS J004256.39+394829.3 ,10.7349977,39.8081627,0.3,
J004258.98+205556.7      ,10.7457609,20.9324408,0.3,
WISEA J003339.85+042755.8,8.4160645,4.4655207,0.3,
WISEA J011329.91+404112.3,18.3746635,40.6867758,0.3,
SDSS J003321.77+141626.4 ,8.3407174,14.2740442,0.3,
WISEA J003322.05-184335.0,8.3418148,-18.7262624,0.3,
WISEA J001929.07-233530.7,4.8711648,-23.5918302,0.3,
J001929.78+032826.5      ,4.8741118,3.4740369,0.3,
WISEA J002232.61+423423.8,5.6358706,42.573286,0.3,
SDSS J005307.62+282444.7 ,13.2817688,28.4124184,0.3,
WISEA J001901.88+060231.5,4.7578524,6.0421094,0.3,
WISEA J005652.43+392605.7,14.2184977,39.4350377,0.3,
WISEA J002053.57+425123.8,5.2231746,42.856652,0.3,
WISEA J002054.55-265037.6,5.2273151,-26.8438002,0.3,
WISEA J005435.75-154637.2,13.6489931,-15.7770269,0.3,
WISEA J005435.91+440505.2,13.6496574,44.0847837,0.3,
J005436.25-012041.5      ,13.6510515,-1.3448827,0.3,
WISEA J005440.20-102354.0,13.6675097,-10.3983355,0.3,
WISEA J002102.57+475151.7,5.2607407,47.8644014,0.3,
WISEA J005615.75+432740.7,14.0656719,43.4613005,0.3,
WISEA J005616.54-064900.8,14.069054,-6.8170951,0.3,
WISEA J000723.44+405604.1,1.8477034,40.9344721,0.3,
WISEA J010339.08-233111.3,15.9128703,-23.5197684,0.3,
WISEA J010340.10-050950.5,15.9171407,-5.1641244,0.3,
WISEA J010341.00+362648.8,15.920773,36.4468043,0.3,
WISEA J001136.51-013544.3,2.9021063,-1.5956604,0.3,
J001137.19+004123.7      ,2.90499,0.6899187,0.3,
WISEA J001153.10+193941.2,2.9712622,19.6614303,0.3,
WISEA J001154.78+511526.0,2.9782832,51.2573286,0.3,
WISEA J003251.61+403731.5,8.2151252,40.625394,0.3,
WISEA J003252.16-150741.8,8.2173483,-15.1282273,0.3,
WISEA J005540.62-105425.6,13.9192552,-10.9071386,0.3,
J002005.48-102131.0      ,5.0228527,-10.3586307,0.3,
WISEA J002011.60-070309.7,5.0483858,-7.0527419,0.3,
SDSS J002013.25+012457.6 ,5.0552197,1.4160154,0.3,
J002016.15+004810.3      ,5.0673031,0.8028737,0.3,
WISEA J002016.74-040938.5,5.0696978,-4.1606606,0.3,
WISEA J005627.48+365836.7,14.1145091,36.9768302,0.3,
WISEA J003236.08+534139.8,8.1503404,53.6944086,0.3,
WISEA J004309.91-114236.9,10.7913304,-11.710258,0.3,
WISEA J003255.65-024110.9,8.2319088,-2.6863775,0.3,
